image_name,label,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
00000020.jpg,Warrior2,0.58213454,0.18442027,0.58592653,0.15671329,0.5712131,0.16438204,0.0,0.0,0.5228121,0.17444837,0.5808681,0.28283426,0.444921,0.28115526,0.7261329,0.28188163,0.29655018,0.26895332,0.85451394,0.25070107,0.15604389,0.25720683,0.557149,0.5884531,0.44015908,0.596913,0.70561624,0.66567004,0.2776056,0.74761385,0.74260944,0.8756082,0.078345634,0.92380697
00000051.jpg,Warrior2,0.424643,0.26194853,0.43444455,0.24412535,0.0,0.0,0.4855341,0.24696861,0.0,0.0,0.58273345,0.34351894,0.40128645,0.33096212,0.7125255,0.35365707,0.23952198,0.34844992,0.87097156,0.3553693,0.090306796,0.3489306,0.5551964,0.5852017,0.40329862,0.5744884,0.72571105,0.71786743,0.23943813,0.68204385,0.86333233,0.8885866,0.18937697,0.84773475
00000117.jpg,Warrior2,0.3982018,0.16821739,0.41321045,0.15448745,0.0,0.0,0.45455012,0.17908685,0.0,0.0,0.49245238,0.30195442,0.40365574,0.25892174,0.6205306,0.28920734,0.27571997,0.27182224,0.73174614,0.29795763,0.1509171,0.23101911,0.47224608,0.61068,0.39510605,0.57552254,0.57513803,0.7499369,0.30239987,0.59737146,0.792236,0.96411616,0.2796673,0.8085124
00000217.jpg,Warrior2,0.5626712,0.29178524,0.5659721,0.27176043,0.55064064,0.27661616,0.0,0.0,0.5178231,0.29066476,0.5732099,0.37650463,0.4698863,0.37613997,0.654152,0.35193497,0.37415296,0.35150936,0.724463,0.30119514,0.30542418,0.30736348,0.5604803,0.61845756,0.47821853,0.62397504,0.6547095,0.68058217,0.38855007,0.73287094,0.65362954,0.8415558,0.27917707,0.87158704
00000048.jpg,Warrior2,0.45830068,0.28314796,0.47281235,0.27236855,0.0,0.0,0.51292443,0.288663,0.0,0.0,0.56702125,0.36778843,0.4234394,0.34502614,0.6854207,0.36305445,0.30733842,0.35226348,0.82165545,0.3552077,0.18890277,0.35247317,0.5366895,0.57296836,0.41932696,0.5601076,0.65967077,0.6369497,0.29808924,0.60188264,0.79224974,0.76833576,0.28297353,0.74329436
00000336.jpg,Warrior2,0.42194372,0.23949666,0.43069592,0.2228909,0.0,0.0,0.46079612,0.2376762,0.0,0.0,0.50774044,0.33050197,0.41494986,0.32256418,0.5990781,0.3341565,0.3415168,0.3121871,0.6696319,0.34298164,0.2647512,0.28487095,0.49625474,0.59322464,0.41896644,0.5835579,0.57349247,0.7316695,0.32159382,0.7088647,0.66864985,0.9518198,0.28258798,0.9258995
00000165.jpg,Warrior2,0.48353186,0.18507075,0.49708086,0.17007686,0.0,0.0,0.53556424,0.18917544,0.0,0.0,0.5796253,0.29037416,0.4642665,0.26620564,0.67158574,0.2874164,0.3704846,0.2689886,0.7717867,0.26357576,0.27313116,0.25662118,0.552475,0.5359077,0.4554552,0.5197128,0.6698174,0.62910074,0.3502778,0.5859306,0.77604795,0.81009233,0.3032223,0.76922894
00000200.jpg,Warrior2,0.5191124,0.30411214,0.5317741,0.30546477,0.0,0.0,0.5426869,0.35685614,0.0,0.0,0.54412544,0.47653866,0.4673368,0.347667,0.5574555,0.6063725,0.46032366,0.23873243,0.5888664,0.72065204,0.48340034,0.12826273,0.4826853,0.67334014,0.3986351,0.6203354,0.6023927,0.7432204,0.2883761,0.69466776,0.69080144,0.91901726,0.27508512,0.8725417
00000366.jpg,Warrior2,0.41840643,0.27283847,0.0,0.0,0.0,0.0,0.4499896,0.27444655,0.0,0.0,0.5259341,0.33654872,0.43205532,0.3252238,0.64420795,0.33086485,0.34681898,0.34312537,0.7731332,0.3253696,0.24813043,0.33029577,0.47172698,0.4890301,0.38478354,0.47265342,0.5914476,0.5964426,0.26675493,0.52735597,0.7386461,0.71636087,0.22235078,0.62808
00000155.jpg,Warrior2,0.5395233,0.42780405,0.539756,0.41013542,0.5309364,0.4192051,0.0,0.0,0.5098881,0.43346936,0.5470815,0.4909495,0.4808386,0.50120443,0.6102759,0.48173228,0.4114811,0.5034195,0.662945,0.45116264,0.34616905,0.52109706,0.54852927,0.6849901,0.49441656,0.6955283,0.62517864,0.7309289,0.42873827,0.7880814,0.6465489,0.86198497,0.35061455,0.8971519
00000250.jpg,Warrior2,0.51583606,0.27607855,0.5312757,0.26643783,0.5115375,0.26486555,0.5665286,0.2763496,0.0,0.0,0.57745236,0.33632693,0.5021823,0.33817044,0.6849222,0.336316,0.4040981,0.34269077,0.7357837,0.32994425,0.31294048,0.34806952,0.5568963,0.5075784,0.49446076,0.5085518,0.6052672,0.6357,0.42431766,0.65081614,0.7849132,0.7478966,0.35824698,0.77249193
00000192.jpg,Warrior2,0.5489293,0.13500325,0.5557765,0.117100865,0.53184307,0.11658956,0.0,0.0,0.48155093,0.12932669,0.56966186,0.23580126,0.43561745,0.22648846,0.66737616,0.25502324,0.3919039,0.23828764,0.75462526,0.23060377,0.31591332,0.22133256,0.5483751,0.49740976,0.44169015,0.4979916,0.67016816,0.60410416,0.37900063,0.62439203,0.65653336,0.79110533,0.2936892,0.7982568
00000092.jpg,Warrior2,0.54244137,0.1599114,0.5435764,0.13062249,0.52782905,0.14111376,0.0,0.0,0.484764,0.16568856,0.5559348,0.2803486,0.43090066,0.28574044,0.68973047,0.27251682,0.30025125,0.29874763,0.81140536,0.25076684,0.16491215,0.2989806,0.5467289,0.5933525,0.43964395,0.5988548,0.6885367,0.6968211,0.30133554,0.7360366,0.7478401,0.9118514,0.14295517,0.9048529
00000394.jpg,Warrior2,0.39159223,0.2761411,0.40364656,0.26195475,0.39411062,0.26175594,0.4536232,0.27225247,0.0,0.0,0.5357953,0.35701138,0.38096052,0.34722948,0.6511418,0.38109788,0.27320728,0.37140018,0.786467,0.3917396,0.14688653,0.35978088,0.5158467,0.60697407,0.38588336,0.59832615,0.6397736,0.7230509,0.24634974,0.697877,0.75535125,0.87847906,0.22386838,0.859758
00000334.jpg,Warrior2,0.49345142,0.1740313,0.5075058,0.15876745,0.49242955,0.15524842,0.54621255,0.17522237,0.0,0.0,0.59480107,0.27039415,0.46870804,0.25469276,0.69571537,0.28383353,0.3551062,0.24649355,0.7846214,0.2891557,0.26148653,0.22613075,0.5880443,0.52817506,0.48464656,0.52194315,0.6889897,0.6416339,0.37730846,0.63292897,0.8015817,0.81612825,0.32879302,0.81491494
00000395.jpg,Warrior2,0.0,0.0,0.0,0.0,0.0,0.0,0.45960617,0.13504945,0.50095606,0.14159693,0.4308469,0.22767568,0.5674201,0.22897018,0.31256515,0.24580862,0.6618692,0.23023435,0.17931871,0.23128085,0.78241104,0.20399539,0.43597037,0.5186264,0.5488868,0.518031,0.29645994,0.62919194,0.654126,0.6545874,0.22750807,0.7934268,0.7925611,0.80698246
00000010.jpg,Warrior2,0.5523691,0.2278099,0.54705185,0.20788272,0.53934693,0.21463178,0.0,0.0,0.5001089,0.2368216,0.5780636,0.3264988,0.4291876,0.3303459,0.7240861,0.31525567,0.28242615,0.34026274,0.8595668,0.3015426,0.13898005,0.3550916,0.5619214,0.61581075,0.43791538,0.61858404,0.7074395,0.7176196,0.27993843,0.74668425,0.7366175,0.91472656,0.11508875,0.9152756
00000065.jpg,Warrior2,0.49302027,0.19500145,0.5102388,0.1797795,0.0,0.0,0.55809516,0.19649331,0.0,0.0,0.6080656,0.30094072,0.49109134,0.28572068,0.73617744,0.32104138,0.36445317,0.2879501,0.8682461,0.3279326,0.25481766,0.29563493,0.56669927,0.5915671,0.5110787,0.57656556,0.43737745,0.7100012,0.455682,0.6880762,0.51770157,0.87247086,0.5610111,0.86292183
00000331.jpg,Warrior2,0.49214444,0.32572666,0.49249032,0.31333452,0.48219255,0.31810373,0.0,0.0,0.45901036,0.33082572,0.50728565,0.37660012,0.42686728,0.38872552,0.5833283,0.36600086,0.3588424,0.39494458,0.63434184,0.35595706,0.28920522,0.38631716,0.51101094,0.5211725,0.44857693,0.5292709,0.5863285,0.5672642,0.3817229,0.59761226,0.6005429,0.66694736,0.31127098,0.6927291
00000114.jpg,Warrior2,0.55716103,0.23995292,0.5641093,0.21895568,0.5418346,0.22212341,0.0,0.0,0.48586664,0.23220716,0.57533467,0.33199397,0.3967395,0.32047763,0.75189584,0.33871746,0.2505611,0.31900686,0.87480414,0.31443,0.09634826,0.34448594,0.530865,0.60406524,0.38703856,0.60731876,0.70058304,0.6159997,0.2369636,0.68425894,0.7335198,0.8115053,0.074578956,0.8657755
00000187.jpg,Warrior2,0.4075744,0.13424736,0.42020798,0.11579148,0.40714213,0.11111541,0.4589223,0.12974954,0.0,0.0,0.52274144,0.23657212,0.38096067,0.21128094,0.6304206,0.2274331,0.28885648,0.21426068,0.7326386,0.20765609,0.18402474,0.19798855,0.5119865,0.5593792,0.39652368,0.539841,0.62730086,0.6843469,0.27900434,0.6168875,0.73885024,0.9184922,0.28122124,0.8537314
00000004.jpg,Warrior2,0.4894104,0.12271376,0.50203747,0.10353397,0.48810384,0.100157976,0.5444142,0.1152011,0.0,0.0,0.5999514,0.22656547,0.46565625,0.21385743,0.7087345,0.23277566,0.359839,0.22297998,0.8100648,0.21457057,0.24748372,0.20307334,0.5662289,0.52122307,0.45708022,0.51132053,0.6662018,0.64447397,0.33232245,0.63729405,0.7685084,0.8300799,0.2902276,0.83700883
00000376.jpg,Warrior2,0.46388265,0.22866878,0.47588578,0.20908447,0.46398154,0.20628682,0.5176869,0.22229257,0.0,0.0,0.57475024,0.32827458,0.44845954,0.3211169,0.6933214,0.32124475,0.33198562,0.35811907,0.8105094,0.29406032,0.22100742,0.353017,0.5754797,0.61791396,0.46608496,0.6095025,0.7100286,0.71280557,0.3254415,0.67263776,0.86775535,0.9060462,0.28214836,0.8762487
00000249.jpg,Warrior2,0.4758614,0.15221423,0.49087763,0.13346584,0.4740381,0.128894,0.52899104,0.15644754,0.0,0.0,0.58689123,0.27885988,0.44510633,0.25121897,0.6910176,0.30848348,0.33204332,0.25757453,0.7924528,0.32705954,0.22611228,0.23028353,0.57957155,0.58297384,0.4647451,0.56872356,0.6954763,0.7384449,0.36012524,0.69199854,0.7988159,0.94016623,0.33356515,0.89949054
00000206.jpg,Warrior2,0.28164917,0.16746686,0.29863188,0.14743724,0.0,0.0,0.35315186,0.16392231,0.0,0.0,0.40757924,0.2907199,0.28447947,0.2741611,0.5130169,0.33511156,0.1814915,0.3268019,0.61570656,0.39450452,0.07553168,0.3728863,0.4165566,0.58731663,0.315344,0.5745616,0.5098658,0.7100588,0.20163646,0.65287006,0.66721547,0.90886635,0.17909043,0.8675591
00000381.jpg,Warrior2,0.4308167,0.31258324,0.44785175,0.30122402,0.0,0.0,0.49302712,0.31816012,0.0,0.0,0.4402025,0.3887675,0.5902215,0.367621,0.29995152,0.41619018,0.66462165,0.38243124,0.15217744,0.4056598,0.7328222,0.37305325,0.48239353,0.6011283,0.593956,0.58759904,0.3199694,0.65798765,0.62651455,0.6282381,0.3388467,0.8070712,0.7436366,0.7450134
00000257.jpg,Warrior2,0.5305464,0.2059877,0.5303698,0.19428675,0.51483274,0.19657435,0.0,0.0,0.47395843,0.2079156,0.5560477,0.26656085,0.41617242,0.27026317,0.67603856,0.2510029,0.29572773,0.2687791,0.7794651,0.24229503,0.17538857,0.27222452,0.5666731,0.42048228,0.46134186,0.4256943,0.6913191,0.4841337,0.37341273,0.50555384,0.7014567,0.598789,0.25825047,0.6191429
00000339.jpg,Warrior2,0.5363521,0.3362159,0.54345685,0.32684925,0.52468264,0.32730874,0.5522816,0.34413326,0.50747186,0.34573975,0.5665547,0.40995657,0.48388204,0.40312642,0.6140968,0.4101402,0.4248808,0.39536932,0.67264724,0.3935854,0.35558376,0.39606768,0.54375935,0.5727877,0.48310128,0.57212037,0.5973155,0.6513479,0.4388392,0.6785741,0.5896937,0.77476364,0.39003655,0.80982226
00000360.jpg,Warrior2,0.40990078,0.31102574,0.42509568,0.29470387,0.0,0.0,0.48635155,0.31243548,0.0,0.0,0.569263,0.4093653,0.40511662,0.3976351,0.7182991,0.42772847,0.27224132,0.40360004,0.87282133,0.44462273,0.14241177,0.38414416,0.56110775,0.68624294,0.418242,0.6828375,0.7077006,0.7999284,0.26240885,0.8003792,0.8975024,0.948242,0.23327877,0.96076894
00000021.jpg,Warrior2,0.563329,0.1889202,0.56358606,0.1672191,0.5508605,0.17245176,0.0,0.0,0.5060912,0.18083537,0.5762306,0.2752075,0.42896757,0.2743999,0.7155768,0.27573767,0.27908722,0.27329183,0.8527636,0.26927492,0.1480402,0.28355414,0.5667567,0.55709046,0.44509673,0.5672617,0.7190612,0.64110774,0.2986613,0.70917827,0.7630586,0.858646,0.13430627,0.90874475
00000315.jpg,Warrior2,0.56218857,0.18363293,0.5632554,0.16338499,0.55129254,0.16474456,0.0,0.0,0.5182304,0.17497085,0.5684782,0.2820107,0.47545025,0.27606273,0.65716237,0.26285934,0.39780787,0.27970594,0.7425234,0.24862318,0.31479502,0.27862656,0.5661087,0.5594875,0.4940001,0.5624462,0.65630656,0.674242,0.43287832,0.6982473,0.671162,0.8710066,0.34804296,0.89278835
00000269.jpg,Warrior2,0.4308167,0.31258324,0.44785175,0.30122402,0.0,0.0,0.49302712,0.31816012,0.0,0.0,0.4402025,0.3887675,0.5902215,0.367621,0.29995152,0.41619018,0.66462165,0.38243124,0.15217744,0.4056598,0.7328222,0.37305325,0.48239353,0.6011283,0.593956,0.58759904,0.3199694,0.65798765,0.62651455,0.6282381,0.3388467,0.8070712,0.7436366,0.7450134
00000014.jpg,Warrior2,0.45936248,0.16688247,0.47095257,0.15149081,0.45966274,0.14550912,0.5058985,0.16725053,0.0,0.0,0.551804,0.26402307,0.44370228,0.24061958,0.6349246,0.26889497,0.36686,0.2162461,0.7057387,0.26745304,0.28762254,0.16791801,0.53173655,0.5279753,0.44545594,0.511051,0.6081333,0.6376475,0.35062584,0.59541893,0.68692935,0.8280499,0.33141086,0.7992881
00000153.jpg,Warrior2,0.4440434,0.34616345,0.4547746,0.33430773,0.0,0.0,0.4905974,0.34620205,0.0,0.0,0.54127973,0.42844203,0.4360346,0.4141483,0.622811,0.42765364,0.3768508,0.4183524,0.7007969,0.4222447,0.3087073,0.40503117,0.5299191,0.61208683,0.44331956,0.60141474,0.6142965,0.66502255,0.34864703,0.6330727,0.7090241,0.78593695,0.34698305,0.75701714
00000016.jpg,Warrior2,0.50216323,0.1248471,0.50865364,0.10001563,0.4861799,0.10561857,0.0,0.0,0.4472789,0.117792405,0.5360363,0.22618067,0.4053788,0.22147964,0.6399307,0.19772209,0.30870965,0.21235676,0.74124086,0.19223452,0.21706147,0.19503476,0.5404727,0.53424186,0.43744573,0.53516847,0.6624003,0.66836154,0.35259414,0.66768396,0.69801646,0.8804074,0.25572512,0.84784085
00000215.jpg,Warrior2,0.48858672,0.21688312,0.49862257,0.19158527,0.48618278,0.19701234,0.54599136,0.19917691,0.0,0.0,0.615928,0.30612403,0.477658,0.32322097,0.7384742,0.31809345,0.36523598,0.33942574,0.85080546,0.31246424,0.23748104,0.36235663,0.6029691,0.6015628,0.4847428,0.61095643,0.73979646,0.59890056,0.33912775,0.667511,0.80281395,0.8184197,0.21269213,0.8944536
00000063.jpg,Warrior2,0.5462017,0.20985764,0.0,0.0,0.53309804,0.19018197,0.0,0.0,0.4948415,0.20588832,0.56788456,0.32410574,0.4366753,0.321214,0.6821675,0.30053475,0.32080972,0.30847108,0.7710598,0.26711035,0.22154672,0.31230557,0.56013864,0.6235899,0.45589778,0.62741816,0.6777162,0.7131859,0.33848497,0.759833,0.68686,0.8976267,0.19953571,0.9284069
00000008.jpg,Warrior2,0.44921738,0.27676648,0.46025482,0.2601592,0.0,0.0,0.5074432,0.26794562,0.0,0.0,0.5711554,0.35365167,0.44262832,0.33671674,0.7048064,0.347523,0.29140133,0.34748492,0.84027636,0.3351423,0.17870812,0.35664904,0.5549935,0.58504915,0.4391206,0.570331,0.7114611,0.69540566,0.2828378,0.64154106,0.9131516,0.8513507,0.20994471,0.7965578
00000094.jpg,Warrior2,0.44746193,0.17100596,0.46059856,0.15107763,0.44662157,0.1480705,0.5017712,0.16770943,0.0,0.0,0.5532005,0.28384408,0.42959267,0.26139975,0.66386044,0.26681918,0.3242695,0.24691328,0.7788361,0.24669527,0.20875338,0.20097756,0.53648597,0.5831544,0.43021947,0.5665797,0.6600253,0.70377636,0.30274975,0.6519408,0.7929657,0.9126213,0.26754388,0.8566078
00000054.jpg,Warrior2,0.54244137,0.1599114,0.5435764,0.13062249,0.52782905,0.14111376,0.0,0.0,0.484764,0.16568856,0.5559348,0.2803486,0.43090066,0.28574044,0.68973047,0.27251682,0.30025125,0.29874763,0.81140536,0.25076684,0.16491215,0.2989806,0.5467289,0.5933525,0.43964395,0.5988548,0.6885367,0.6968211,0.30133554,0.7360366,0.7478401,0.9118514,0.14295517,0.9048529
00000082.jpg,Warrior2,0.45568156,0.11834349,0.46680197,0.09557683,0.0,0.0,0.5121912,0.103191,0.0,0.0,0.5992483,0.23259255,0.44297454,0.23176514,0.70856446,0.2481399,0.34545153,0.26302776,0.8127479,0.24692285,0.23004043,0.25944015,0.5923088,0.55556846,0.46801707,0.5465972,0.69958,0.677032,0.33701012,0.6389488,0.7912675,0.8919301,0.3244304,0.85492444
00000375.jpg,Warrior2,0.40990078,0.31102574,0.42509568,0.29470387,0.0,0.0,0.48635155,0.31243548,0.0,0.0,0.569263,0.4093653,0.40511662,0.3976351,0.7182991,0.42772847,0.27224132,0.40360004,0.87282133,0.44462273,0.14241177,0.38414416,0.56110775,0.68624294,0.418242,0.6828375,0.7077006,0.7999284,0.26240885,0.8003792,0.8975024,0.948242,0.23327877,0.96076894
00000437.jpg,Warrior2,0.4401536,0.17676964,0.4526236,0.15886569,0.44093433,0.15576808,0.49582744,0.17345335,0.0,0.0,0.55989975,0.27140737,0.42462826,0.26199892,0.67445666,0.27497977,0.30300066,0.2833753,0.7956664,0.2600429,0.18532251,0.25571972,0.55883545,0.55338806,0.44382071,0.54456866,0.6896992,0.69957125,0.30894056,0.66078615,0.82208407,0.88927937,0.26353836,0.862805
00000384.jpg,Warrior2,0.5085641,0.13799201,0.5221456,0.12100715,0.5076449,0.11543241,0.55927604,0.14356597,0.0,0.0,0.61092734,0.2522885,0.47591773,0.23444688,0.70873773,0.24125224,0.39170203,0.22190183,0.79446584,0.23883449,0.30489346,0.20020829,0.5899319,0.5612523,0.48399988,0.5507943,0.680648,0.7002233,0.38134265,0.68119574,0.77446073,0.91845375,0.38682315,0.91428936
00000166.jpg,Warrior2,0.44721636,0.14588954,0.45922476,0.123211846,0.4363473,0.121579155,0.47547075,0.14880931,0.42164946,0.14187886,0.50164384,0.28828385,0.38646933,0.2701172,0.549996,0.42794746,0.34922338,0.43090576,0.48358557,0.42012805,0.41538993,0.43200248,0.49854642,0.58819973,0.39903796,0.5767323,0.5949824,0.6966261,0.28425705,0.6655592,0.7117103,0.91404235,0.26024315,0.8822776
00000216.jpg,Warrior2,0.4581878,0.15905266,0.47201467,0.14258249,0.4597992,0.13308403,0.5102196,0.1653881,0.0,0.0,0.5640995,0.2802069,0.42701823,0.24967955,0.673443,0.28185803,0.33851886,0.26776922,0.76530486,0.2683994,0.23895624,0.2686861,0.5298729,0.60443604,0.42280164,0.581872,0.6320042,0.7300724,0.31808957,0.66999304,0.72742945,0.9424103,0.31381318,0.9043057
00000297.jpg,Warrior2,0.57719624,0.15459001,0.57476914,0.13108887,0.5644421,0.1363668,0.0,0.0,0.525974,0.15354882,0.5894303,0.2510373,0.4691247,0.2459915,0.70149165,0.248821,0.37335548,0.21382251,0.7963752,0.23346655,0.27913153,0.19924028,0.57559115,0.53462416,0.48243913,0.54442674,0.6922653,0.60830086,0.3978655,0.68420106,0.69970036,0.8213832,0.28351885,0.8787727
00000270.jpg,Warrior2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34886697,0.6181514,0.3183807,0.6654286,0.35825768,0.6666668,0.30192107,0.6683043,0.42580706,0.67059565,0.26202253,0.6638047,0.49765447,0.66005576,0.31861344,0.8055635,0.35752583,0.80304444,0.2603448,0.8740079,0.42766643,0.85149074,0.17065935,0.9530802,0.44778582,0.94905233
00000045.jpg,Warrior2,0.42487916,0.35524562,0.4366686,0.3440463,0.0,0.0,0.4736439,0.3554114,0.0,0.0,0.5351614,0.4262626,0.40572235,0.42316163,0.6426197,0.39555082,0.30451715,0.4164999,0.744827,0.40325376,0.1933277,0.40542156,0.52751607,0.6223144,0.4212082,0.6165224,0.63055825,0.7280907,0.30026177,0.70104,0.7463938,0.8626698,0.28118962,0.8423704
00000419.jpg,Warrior2,0.5529794,0.204919,0.55662674,0.18001601,0.5382362,0.18718207,0.0,0.0,0.49316522,0.20325729,0.5709581,0.30410668,0.4383653,0.30300948,0.6854752,0.2988015,0.31622893,0.29627496,0.77752733,0.2984348,0.21908961,0.30799547,0.5697821,0.58996964,0.46268877,0.59945565,0.7049001,0.62728035,0.35552707,0.6849038,0.7291259,0.840585,0.2047957,0.8705061
00000061.jpg,Warrior2,0.45186988,0.22946985,0.46735403,0.21766187,0.0,0.0,0.51632476,0.24084713,0.0,0.0,0.57441086,0.32412052,0.42104623,0.3025759,0.717105,0.33650273,0.25637087,0.326097,0.8600879,0.34112686,0.105795436,0.3398875,0.53570485,0.541954,0.40453666,0.5280516,0.6938618,0.64074165,0.24907595,0.59786844,0.8881827,0.79960436,0.21676497,0.76868457
00000076.jpg,Warrior2,0.5715434,0.13802479,0.56868255,0.11510155,0.55714536,0.11831507,0.0,0.0,0.5124938,0.13604191,0.58376807,0.2519539,0.45062333,0.24480787,0.69378847,0.23474866,0.33994496,0.25106606,0.80056137,0.23089975,0.225106,0.24501055,0.5634137,0.58497375,0.45671874,0.587375,0.7048635,0.67894554,0.36969241,0.6962612,0.73001146,0.9214854,0.26003644,0.91214246
00000325.jpg,Warrior2,0.52145517,0.14774989,0.5307868,0.124402694,0.5052607,0.12968002,0.0,0.0,0.47659323,0.14480798,0.5606672,0.24861807,0.4441013,0.23776674,0.651452,0.25786576,0.33484155,0.22437811,0.7464693,0.23074815,0.23338309,0.20783968,0.5403383,0.54206973,0.45313302,0.54006493,0.6216443,0.6860781,0.3842114,0.7134663,0.63357556,0.8965562,0.27643922,0.9068936
00000412.jpg,Warrior2,0.46476436,0.19721982,0.47515112,0.18223627,0.0,0.0,0.5096559,0.19968702,0.0,0.0,0.5637556,0.28825414,0.4669621,0.2787539,0.6598728,0.31096655,0.38340232,0.2994605,0.747594,0.2979159,0.29259297,0.2686432,0.5707199,0.5391911,0.48622045,0.5300646,0.66904825,0.66363424,0.37147436,0.62603325,0.7919276,0.821466,0.33456704,0.80676967
